institution	period	euro	doi	is_hybrid	publisher	journal_full_title	issn	issn_print	issn_electronic	url
oru	2017	1140	10.1386/ijcm.10.1.45_1	TRUE	Intellect	International Journal of Community Music			1752-6302	
oru	2016	480	10.5772/62162	FALSE	Intech	International Journal of Advanced Robotic Systems	1729-8806			
oru	2015	1897	10.1186/s12955-014-0183-3	FALSE	Springer	Health and Quality of Life Outcomes	1477-7525			
oru	2016	976	10.1177/1350506815577114	TRUE	SAGE Publications	European Journal of Women's Studies	1461-7420			
