institution	period	euro	doi	is_hybrid	publisher	journal_full_title	issn	issn_print	issn_electronic	url
su	2017	140	NA	FALSE	Academic Conferences and Publishing International (ACPI)	Electronic Journal of e-Learning	1479-4403	NA	1479-4403	http://www.ejel.org/volume15/issue4/p343
su	2017	276	NA	FALSE	Academic Conferences and Publishing International (ACPI)	Electronic Journal of e-Government	1479-439X	NA	1479-439X	http://www.ejeg.com/volume15/issue2/p116
su	2017	179	NA	FALSE	Society for Research and Knowledge Management Ltd, District of Flacq, Mauritius	International Journal of Learning, Teaching and Educational Research	1694-2116	1694-2493	1694-2116	http://www.ijlter.org/index.php/ijlter/article/view/882
