institution	period	euro	doi	is_hybrid	publisher	journal_full_title	issn	issn_print	issn_electronic	url
oru	2017	667	10.16966/2380-5544.127	FALSE	Sci Forschen Inc	Journal of Diabetes Research and Therapy	2380-5544	NA	2380-5544	https://www.sciforschenonline.org/journals/diabetes/article-data/JDRT-3-127/JDRT-3-127.pdf
oru	2015	827	10.4172/2472-095x.1000103	FALSE	OMICS Publishing Group	Journal of Neuropsychopharmacology & Mental Health	2472-095X	NA	2472-095X	https://www.omicsonline.org/open-access/gene-expression-analysis-of-fibroblasts-from-patients-with-bipolardisorder-jnpmh-1000103.php?aid=64463
