institution	period	euro	doi	is_hybrid	publisher	journal_full_title	issn	issn_print	issn_electronic	url
kth	2015	2145	10.1016/j.egypro.2014.12.125	FALSE	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(14)03154-3
kth	2015	2145	10.1016/j.egypro.2014.12.152	FALSE	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(14)03181-6
kth	2015	2145	10.1016/j.egypro.2014.12.217	FALSE	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(14)03246-9
kth	2015	2145	10.1016/j.egypro.2014.12.233	FALSE	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(14)03262-7
kth	2015	2145	10.1016/j.egypro.2014.12.080	FALSE	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(14)03109-9
kth	2015	2145	10.1016/j.egypro.2014.12.107	FALSE	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(14)03136-1
kth	2015	2145	10.1016/j.egypro.2014.12.023	FALSE	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(14)03052-5
kth	2015	2145	10.1016/j.egypro.2015.02.057	FALSE	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(15)00157-5
kth	2015	2145	10.1016/j.egypro.2015.03.067	FALSE	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(15)00373-2
kth	2015	2145	10.1016/j.egypro.2015.03.182	FALSE	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(15)00488-9
kth	2015	2145	10.1016/j.egypro.2015.03.196	FALSE	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(15)00502-0
kth	2015	2145	10.1016/j.egypro.2015.03.155	FALSE	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(15)00461-0
kth	2015	2145	10.1016/j.egypro.2015.07.169	FALSE	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(15)00937-6
kth	2015	2145	10.1016/j.egypro.2015.07.223	FALSE	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(15)00991-1
kth	2015	2145	10.1016/j.egypro.2015.07.257	FALSE	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(15)01025-5
kth	2015	2145	10.1016/j.egypro.2015.07.401	FALSE	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(15)01169-8
kth	2015	2145	10.1016/j.egypro.2015.07.411	FALSE	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(15)01179-0
kth	2015	2145	10.1016/j.egypro.2015.07.426	FALSE	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(15)01194-7
kth	2015	2145	10.1016/j.egypro.2015.07.568	FALSE	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(15)01336-3
kth	2015	2145	10.1016/j.egypro.2015.11.055	FALSE	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(15)01787-7
kth	2015	2145	10.1016/j.egypro.2015.11.720	FALSE	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(15)02452-2
kth	2015	2145	10.1016/j.egypro.2015.11.413	FALSE	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(15)02145-1
kth	2015	2570	10.1016/j.ijsbe.2015.07.004	FALSE	Elsevier	International Journal of Sustainable Built Environment	2212-6090			http://www.sciencedirect.com/science/article/pii/S2212-6090(15)00032-1
kth	2015	2678	10.1016/j.jbiomech.2015.08.027	TRUE	Elsevier	Journal of Biomechanics	0021-9290			http://www.sciencedirect.com/science/article/pii/S0021-9290(15)00527-8
kth	2015	1614	10.1016/j.jbiotec.2015.07.006	TRUE	Elsevier	Journal of Biotechnology	0168-1656			http://www.sciencedirect.com/science/article/pii/S0168-1656(15)30063-8
kth	2015	2444	10.1016/j.jclepro.2014.04.045	TRUE	Elsevier	Journal of Cleaner Production	0959-6526			http://www.sciencedirect.com/science/article/pii/S0959-6526(14)00400-4
kth	2015	2075	10.1016/j.jcis.2014.12.042	TRUE	Elsevier	Journal of Colloid And Interface Science	0021-9797			http://www.sciencedirect.com/science/article/pii/S0021-9797(14)00995-3
kth	2015	2570	10.1016/j.jrmge.2015.08.005	FALSE	Elsevier	Journal of Rock Mechanics and Geotechnical Engineering	1674-7755			http://www.sciencedirect.com/science/article/pii/S1674-7755(15)00108-0
kth	2015	1826	10.1016/j.medengphy.2014.11.002	TRUE	Elsevier	Medical Engineering and Physics	1350-4533			http://www.sciencedirect.com/science/article/pii/S1350-4533(14)00281-1
kth	2015	2231	10.1016/j.plantsci.2015.10.002	TRUE	Elsevier	Plant Science	0168-9452			http://www.sciencedirect.com/science/article/pii/S0168-9452(15)30086-8
kth	2015	2570	10.1016/j.sbspro.2015.11.522	FALSE	Elsevier	Procedia - Social and Behavioral Sciences	1877-0428			http://www.sciencedirect.com/science/article/pii/S1877-0428(15)05877-2
kth	2015	2145	10.1016/j.proeng.2015.08.040	FALSE	Elsevier	Procedia Engineering	1877-7058			http://www.sciencedirect.com/science/article/pii/S1877-7058(15)01679-3
kth	2015	2145	10.1016/j.proeng.2015.08.043	FALSE	Elsevier	Procedia Engineering	1877-7058			http://www.sciencedirect.com/science/article/pii/S1877-7058(15)01682-3
kth	2015	1949	10.1016/j.yrtph.2015.05.027	TRUE	Elsevier	Regulatory Toxicology and Pharmacology	0273-2300			http://www.sciencedirect.com/science/article/pii/S0273-2300(15)00142-7
kth	2015	448	10.1016/j.softx.2015.06.001	FALSE	Elsevier	SoftwareX	2352-7110			http://www.sciencedirect.com/science/article/pii/S2352-7110(15)00005-9
kth	2015	1166	10.1016/j.segan.2015.06.002	TRUE	Elsevier	Sustainable Energy, Grids and Networks	2352-4677			http://www.sciencedirect.com/science/article/pii/S2352-4677(15)00039-9
kth	2015	1166	10.1016/j.segan.2015.09.001	TRUE	Elsevier	Sustainable Energy, Grids and Networks	2352-4677			http://www.sciencedirect.com/science/article/pii/S2352-4677(15)00049-1
kth	2015	1345	10.1016/j.ultrasmedbio.2015.08.012	TRUE	Elsevier	Ultrasound in Medicine & Biology	0301-5629			http://www.sciencedirect.com/science/article/pii/S0301-5629(15)00522-0
kth	2015	1595	10.1016/j.visres.2015.03.009	TRUE	Elsevier	Vision Research	0042-6989			http://www.sciencedirect.com/science/article/pii/S0042-6989(15)00108-X
kth	2015	1905	10.1039/C5RA06424D	TRUE	Royal Society of Chemistry	RSC Advances			2046-2069	http://pubs.rsc.org/en/Content/ArticleLanding/2015/RA/C5RA06424D#!divAbstract
kth	2015	1905	10.1039/C5NR03965G	TRUE	Royal Society of Chemistry	Nanoscale		2040-3364	2040-3372	http://pubs.rsc.org/en/Content/ArticleLanding/2015/NR/C5NR03965G#!divAbstract
kth	2015	1905	10.1039/C5LC00436E	TRUE	Royal Society of Chemistry	Lab on a Chip		1473-0197	1473-0189	http://pubs.rsc.org/en/Content/ArticleLanding/2015/LC/C5LC00436E#!divAbstract
kth	2015	1905	10.1039/C5LC00490J	TRUE	Royal Society of Chemistry	Lab on a Chip		1473-0197	1473-0189	http://pubs.rsc.org/en/Content/ArticleLanding/2015/LC/C5LC00490J#!divAbstract
kth	2015	1905	10.1039/C5RA16865A	TRUE	Royal Society of Chemistry	RSC Advances			2046-2069	http://pubs.rsc.org/en/Content/ArticleLanding/2015/RA/C5RA16865A#!divAbstract
kth	2015	1905	10.1039/C5RA01805F	TRUE	Royal Society of Chemistry	RSC Advances			2046-2069	http://pubs.rsc.org/en/Content/ArticleLanding/2015/RA/C5RA01805F#!divAbstract
kth	2015	1905	10.1039/C5RA04452A	TRUE	Royal Society of Chemistry	RSC Advances			2046-2069	http://pubs.rsc.org/en/Content/ArticleLanding/2015/RA/C5RA04452A#!divAbstract
kth	2015	1905	10.1039/C5TA03646A	TRUE	Royal Society of Chemistry	Journal of Materials Chemistry A		2050-7488	2050-7496	http://pubs.rsc.org/en/Content/ArticleLanding/2015/TA/C5TA03646A#!divAbstract
kth	2015	1905	10.1039/C4TA06362G	TRUE	Royal Society of Chemistry	Journal of Materials Chemistry A		2050-7488	2050-7496	http://pubs.rsc.org/en/Content/ArticleLanding/2015/TA/C4TA06362G#!divAbstract
kth	2015	1905	10.1039/C5RA09704E	TRUE	Royal Society of Chemistry	RSC Advances			2046-2069	http://pubs.rsc.org/en/Content/ArticleLanding/2015/RA/C5RA09704E#!divAbstract
kth	2015	1905	10.1039/C5TA03120F	TRUE	Royal Society of Chemistry	Journal of Materials Chemistry A		2050-7488	2050-7496	http://pubs.rsc.org/en/Content/ArticleLanding/2015/TA/C5TA03120F#!divAbstract
kth	2015	1905	10.1039/C5CP02306H	TRUE	Royal Society of Chemistry	Physical Chemistry Chemical Physics		1463-9076	1463-9084	http://pubs.rsc.org/en/Content/ArticleLanding/2015/CP/C5CP02306H#!divAbstract
kth	2015	1905	10.1039/C5NR03002A	TRUE	Royal Society of Chemistry	Nanoscale		2040-3364	2040-3372	http://pubs.rsc.org/en/Content/ArticleLanding/2015/NR/C5NR03002A#!divAbstract
kth	2015	1905	10.1039/C5PY00136F	TRUE	Royal Society of Chemistry	Polymer Chemistry		1759-9954	1759-9962	http://pubs.rsc.org/en/Content/ArticleLanding/2015/PY/C5PY00136F#!divAbstract
kth	2015	1905	10.1039/C5CC02907D	TRUE	Royal Society of Chemistry	Chemical Communications		1359-7345	1364-548X	http://pubs.rsc.org/en/Content/ArticleLanding/2015/CC/C5CC02907D#!divAbstract
kth	2015	1905	10.1039/C5CC04822B	TRUE	Royal Society of Chemistry	Chemical Communications		1359-7345	1364-548X	http://pubs.rsc.org/en/Content/ArticleLanding/2015/CC/C5CC04822B#!divAbstract
kth	2015	1905	10.1039/C5SC03569D	FALSE	Royal Society of Chemistry	Chemical Science			2041-6539	http://pubs.rsc.org/en/content/articlelanding/2016/sc/c5sc03569d#!divAbstract
kth	2015	1905	10.1039/C5RA18569F	TRUE	Royal Society of Chemistry	RSC Advances			2046-2069	http://pubs.rsc.org/en/Content/ArticleLanding/2015/RA/C5RA18569F#!divAbstract
kth	2015	185	10.1155/2015/260703	FALSE	Hindawi	BioMed Research International		2314-6133	2314-6141	http://dx.doi.org/10.1155/2015/260703
kth	2015	185	10.1155/2015/613247	FALSE	Hindawi	BioMed Research International		2314-6133	2314-6141	http://dx.doi.org/10.1155/2015/613247
kth	2015	185	10.1155/2015/574705	FALSE	Hindawi	BioMed Research International		2314-6133	2314-6141	http://dx.doi.org/10.1155/2015/574705
kth	2015	185	10.1155/2015/974530	FALSE	Hindawi	BioMed Research International		2314-6133	2314-6141	http://dx.doi.org/10.1155/2015/974530
kth	2015	185	10.1155/2015/693869	FALSE	Hindawi	BioMed Research International		2314-6133	2314-6141	http://dx.doi.org/10.1155/2015/693869
kth	2015	185	10.1155/2015/704213	FALSE	Hindawi	Mathematical Problems in Engineering		1024-123X	1563-5147	http://dx.doi.org/10.1155/2015/704213
kth	2015	185	10.1155/2015/915497	FALSE	Hindawi	Mathematical Problems in Engineering		1024-123X	1563-5147	http://dx.doi.org/10.1155/2015/915497
kth	2015	185	10.1155/2015/102469	FALSE	Hindawi	Mathematical Problems in Engineering		1024-123X	1563-5147	http://dx.doi.org/10.1155/2015/102469
kth	2015	185	10.1155/2015/656323	FALSE	Hindawi	BioMed Research International		2314-6133	2314-6141	http://dx.doi.org/10.1155/2015/656323
kth	2015	185	10.1155/2015/805734	FALSE	Hindawi	Mathematical Problems in Engineering		1024-123X	1563-5147	http://dx.doi.org/10.1155/2015/805734
kth	2015	185	10.1155/2015/921903	FALSE	Hindawi	Journal of Nanomaterials		1687-4110	1687-4129	http://dx.doi.org/10.1155/2015/921903
kth	2015	185	10.1155/2015/256479	FALSE	Hindawi	Journal of Nanomaterials		1687-4110	1687-4129	http://dx.doi.org/10.1155/2015/256479
kth	2015	185	10.1155/2015/321354	FALSE	Hindawi	Journal of Nanomaterials		1687-4110	1687-4129	http://dx.doi.org/10.1155/2015/321354
kth	2015	185	10.1155/2015/230832	FALSE	Hindawi	Evidence-Based Complementary and Alternative Medicine		1741-427X	1741-4288	http://dx.doi.org/10.1155/2015/230832
kth	2015	185	10.1155/2015/696098	FALSE	Hindawi	Journal of Chemistry		2090-9063	2090-9071	http://dx.doi.org/10.1155/2015/696098
kth	2015	185	10.1155/2015/675263	FALSE	Hindawi	Discrete Dynamics in Nature and Society		1026-0226	1607-887X	http://dx.doi.org/10.1155/2015/675263
kth	2015	185	10.1155/2015/865409	FALSE	Hindawi	Abstract and Applied Analysis		1085-3375	1687-0409	http://dx.doi.org/10.1155/2015/865409
kth	2015	185	10.1155/2015/898047	FALSE	Hindawi	Journal of Sensors		1687-725X	1687-7268	http://dx.doi.org/10.1155/2015/898047
kth	2015	185	10.1155/2015/296317	FALSE	Hindawi	Science and Technology of Nuclear Installations		1687-6075	1687-6083	http://dx.doi.org/10.1155/2015/296317
kth	2015	185	10.1155/2015/390292	FALSE	Hindawi	International Journal of Polymer Science		1687-9422	1687-9430	http://dx.doi.org/10.1155/2015/390292
kth	2015	185	10.1155/2015/130741	FALSE	Hindawi	Science and Technology of Nuclear Installations		1687-6075	1687-6083	http://dx.doi.org/10.1155/2015/130741
kth	2015	185	10.1155/2015/981759	FALSE	Hindawi	Scientific Programming		1058-9244	1875-919X	http://dx.doi.org/10.1155/2015/981759
kth	2015	185	10.1155/2015/156196	FALSE	Hindawi	Advances in Condensed Matter Physics		1687-8108	1687-8124	http://dx.doi.org/10.1155/2015/156196
kth	2015	185	10.1155/2015/278638	FALSE	Hindawi	Science and Technology of Nuclear Installations		1687-6075	1687-6083	http://dx.doi.org/10.1155/2015/278638
kth	2015	185	10.1155/2015/687094	FALSE	Hindawi	Journal of Environmental and Public Health		1687-9805	1687-9813	http://dx.doi.org/10.1155/2015/687094
kth	2015	185	10.1155/2015/902591	FALSE	Hindawi	Journal of Electrical and Computer Engineering		2090-0147	2090-0155	http://dx.doi.org/10.1155/2015/902591
kth	2015	185	10.1155/2015/935309	FALSE	Hindawi	Advances in Optical Technologies		1687-6393	1687-6407	http://dx.doi.org/10.1155/2015/935309
kth	2015	185	10.1155/2015/346498	FALSE	Hindawi	International Journal of Navigation and Observation		1687-5990	1687-6008	http://dx.doi.org/10.1155/2015/346498
kth	2015	1916.75	10.1186/s13059-015-0834-7	FALSE	BioMed Central Ltd	Genome Biology	1474-760X			http://genomebiology.biomedcentral.com/articles/10.1186/s13059-015-0834-7
kth	2015	935	10.1186/s13638-015-0480-5	FALSE	SpringerOpen	EURASIP Journal on Wireless Communications and Networking			1687-1499	http://link.springer.com/article/10.1186/s13638-015-0480-5
kth	2015	1695.75	10.1186/s13068-015-0380-2	FALSE	BioMed Central Ltd	Biotechnology for Biofuels	1754-6834			https://biotechnologyforbiofuels.biomedcentral.com/articles/10.1186/s13068-015-0380-2
kth	2015	0	10.1186/s40294-015-0009-0	FALSE	SpringerOpen	Complex Adaptive Systems Modeling	2194-3206			https://casmodeling.springeropen.com/articles/10.1186/s40294-015-0009-0
kth	2015	1483.25	10.1186/s12880-015-0083-y	FALSE	BioMed Central Ltd	BMC Medical Imaging	1471-2342			http://bmcmedimaging.biomedcentral.com/articles/10.1186/s12880-015-0083-y
kth	2015	1745	10.1186/s12934-015-0355-9	FALSE	BioMed Central Ltd	Microbial Cell Factories	1475-2859			https://microbialcellfactories.biomedcentral.com/articles/10.1186/s12934-015-0355-9
kth	2015	1360	10.1186/s12880-015-0086-8	FALSE	BioMed Central Ltd	BMC Medical Imaging	1471-2342			https://bmcmedimaging.biomedcentral.com/articles/10.1186/s12880-015-0086-8
kth	2015	1423.75	10.1186/s12864-015-1686-y	FALSE	BioMed Central Ltd	BMC Genomics	1471-2164			http://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-015-1686-y
kth	2015	1258	10.1186/s12934-015-0236-2	FALSE	BioMed Central Ltd	Microbial Cell Factories	1475-2859			https://microbialcellfactories.biomedcentral.com/articles/10.1186/s12934-015-0236-2
kth	2015	1258	10.1186/s12934-015-0227-3	FALSE	BioMed Central Ltd	Microbial Cell Factories	1475-2859			https://microbialcellfactories.biomedcentral.com/articles/10.1186/s12934-015-0227-3
kth	2015	850	10.1140/epjti/s40485-015-0014-x	FALSE	SpringerOpen	EPJ Techniques and Instrumentation	2195-7045			https://epjtechniquesandinstrumentation.springeropen.com/articles/10.1140/epjti/s40485-015-0014-x
kth	2015	1383.00	10.1371/JOURNAL.PONE.0130169	FALSE	PLOS	PLOS One				http://dx.doi.org/10.1371/journal.pone.0130169
kth	2015	1383.00	10.1371/JOURNAL.PONE.0119032	FALSE	PLOS	PLOS One				http://dx.doi.org/10.1371/journal.pone.0119032
kth	2015	1383.00	10.1371/JOURNAL.PONE.0140644	FALSE	PLOS	PLOS One				http://dx.doi.org/10.1371/journal.pone.0140644
kth	2015	1021.00	10.3390/en8032165	FALSE	MDPI	Energies				http://www.mdpi.com/1996-1073/8/3/2165
kth	2015	923.00	10.3390/su7033430	FALSE	MDPI	Sustainability				http://www.mdpi.com/2071-1050/7/3/3430
kth	2015	923.00	10.3390/su7043637	FALSE	MDPI	Sustainability				http://www.mdpi.com/2071-1050/7/4/3637
kth	2015	1191.00	10.3390/ma8020751	FALSE	MDPI	Materials				http://www.mdpi.com/1996-1944/8/2/751
kth	2015	1821.00	10.3390/s150407294	FALSE	MDPI	Sensors				http://www.mdpi.com/1424-8220/15/4/7294
kth	2015	1021.00	10.3390/en8065287	FALSE	MDPI	Energies				http://www.mdpi.com/1996-1073/8/6/5287
kth	2015	1021.00	10.3390/su7066336	FALSE	MDPI	Sustainability				http://www.mdpi.com/2071-1050/7/6/6336
kth	2015	1021.00	10.3390/su7067512	FALSE	MDPI	Sustainability				http://www.mdpi.com/2071-1050/7/6/7512
kth	2015	1821.00	10.3390/s150715265	FALSE	MDPI	Sensors				http://www.mdpi.com/1424-8220/15/7/15265
kth	2015	1021.00	10.3390/su70811306	FALSE	MDPI	Sustainability				http://www.mdpi.com/2071-1050/7/8/11306
kth	2015	0.00	10.3390/catal5041737	FALSE	MDPI	Catalysts				http://www.mdpi.com/2073-4344/5/4/1737
kth	2016	2142.1	10.1016/j.apacoust.2016.04.004	TRUE	Elsevier	Applied Acoustics	0003-682X			http://dx.doi.org/10.1016/j.apacoust.2016.04.004
kth	2016	1267.00	10.1371/JOURNAL.PONE.0166149	FALSE	PLOS	PLOS One				http://dx.doi.org/10.1371/journal.pone.0166149
kth	2016	0.00	10.3390/w8020059	FALSE	MDPI	Water			2073-4441	http://www.mdpi.com/2073-4441/8/2/59
kth	2016	0.00	10.3390/ma9030127	FALSE	MDPI	Materials			1996-1944	http://www.mdpi.com/1996-1944/9/3/127
kth	2016	1527.00	10.3390/s16030344	FALSE	MDPI	Sensors			1424-8220	http://www.mdpi.com/1424-8220/16/3/344
kth	2016	644.00	10.3390/en9050315	FALSE	MDPI	Energies			1996-1073	http://www.mdpi.com/1996-1073/9/5/315
kth	2016	919.00	10.3390/su8040388	FALSE	MDPI	Sustainability			2071-1050	http://www.mdpi.com/2071-1050/8/4/388
kth	2016	0.00	10.3390/ma9050313	FALSE	MDPI	Materials			1996-1944	http://www.mdpi.com/1996-1944/9/5/313
kth	2016	0.00	10.3390/molecules21030366	FALSE	MDPI	Molecules			1420-3049	http://www.mdpi.com/1420-3049/21/3/366
kth	2016	766.00	10.3390/catal6060090	FALSE	MDPI	Catalysts			2073-4344	http://www.mdpi.com/2073-4344/6/6/90
