institution,period,sek,doi,is_hybrid,publisher,journal_full_title,issn,issn_print,issn_electronic,url
miun,2025,12597.16,10.1007/s10758-025-09832-y,TRUE,Springer Nature,,,,,
miun,2025,15924.53,10.1021/acssuschemeng.4c10377,TRUE,ACS,,,,,
