institution,period,euro,doi,is_hybrid,publisher,journal_full_title,issn,issn_print,issn_electronic,url
miun,2024,1655.01,10.1371/journal.pone.0296242,FALSE,PLOS,,,,,
miun,2024, 164.61,10.1007/s10570-024-05745-8,TRUE,Springer,,,,,
