institution	period	euro	doi	is_hybrid
kth	2017	2200	10.1007/s00248-016-0915-5	TRUE
kth	2017	2200	10.1007/s11661-016-3903-y	TRUE
kth	2017	2200	10.1007/s11661-016-3902-z	TRUE
kth	2017	2200	10.1007/s11367-016-1241-3	TRUE
kth	2017	2200	10.1007/s11663-016-0895-3	TRUE
kth	2017	2200	10.1007/s00605-017-1019-0	TRUE
kth	2017	2200	10.1007/s11663-017-0946-4	TRUE
kth	2017	2200	10.1007/s10853-017-0887-y	TRUE
kth	2017	2200	10.1007/s10237-017-0887-5	TRUE
kth	2017	2200	10.1007/s00348-017-2301-6	TRUE
kth	2017	2200	10.1007/s00894-017-3234-y	TRUE
kth	2017	2200	10.1007/s11663-017-0926-8	TRUE
kth	2017	2200	10.1007/s00048-017-0160-0	TRUE
kth	2017	2200	10.1007/s10661-017-5889-3	TRUE
kth	2017	2200	10.1007/s11406-017-9812-5	TRUE
kth	2017	2200	10.1007/s11664-017-5447-3	TRUE
kth	2017	2200	10.1007/s11998-017-9920-y	TRUE
kth	2017	2200	10.1007/s13361-017-1657-4	TRUE
kth	2017	2200	10.1007/s10544-017-0157-4	TRUE
kth	2017	2200	10.1007/s10827-017-0639-7	TRUE
kth	2017	2200	10.1007/s10734-017-0140-2	TRUE
kth	2017	2200	10.1007/s10766-017-0495-0	TRUE
kth	2017	2200	10.1007/s00421-017-3601-5	TRUE
kth	2017	2200	10.1007/s00348-017-2328-8	TRUE
kth	2017	2200	10.1007/s12095-017-0227-8	TRUE
kth	2017	2200	10.1007/s11665-017-2586-x	TRUE
kth	2017	2200	10.1007/s11192-017-2377-z	TRUE
kth	2017	2200	10.1007/s10586-017-0899-z	TRUE
kth	2017	2200	10.1007/s00161-017-0573-y	TRUE
kth	2017	2200	10.1007/s40799-017-0183-4	TRUE
kth	2017	2200	10.1007/s11277-017-4205-4	TRUE
kth	2017	2200	10.1007/s10458-017-9365-9	TRUE
kth	2017	2200	10.1007/s00161-017-0569-7	TRUE
kth	2017	2200	10.1007/s10231-017-0659-y	TRUE
kth	2017	2200	10.1007/s10910-017-0752-x	TRUE
kth	2017	2200	10.1007/s00170-017-0610-9	TRUE
kth	2017	2200	10.1007/s10237-017-0925-3	TRUE
kth	2017	2200	10.1007/s10493-017-0145-7	TRUE
kth	2017	2200	10.1007/s10570-017-1387-6	TRUE
kth	2017	2200	10.1007/s10706-017-0285-x	TRUE
kth	2017	2200	10.1007/s10798-017-9405-4	TRUE
kth	2017	2200	10.1007/s10811-017-1176-5	TRUE
kth	2017	2200	10.1007/s10961-017-9592-x	TRUE
kth	2017	2200	10.1007/s11019-017-9783-0	TRUE
kth	2017	2200	10.1007/s11040-017-9250-4	TRUE
kth	2017	2200	10.1007/s11244-017-0813-1	TRUE
kth	2017	2200	10.1007/s11422-017-9817-1	TRUE
kth	2017	2200	10.1007/s11998-017-9949-y	TRUE
kth	2017	2200	10.1007/s40194-017-0490-5	TRUE
kth	2017	2200	10.1007/s40194-017-0496-z	TRUE
kth	2017	2200	10.1007/s11665-017-2816-2	TRUE
kth	2017	2200	10.1007/s11661-017-4214-7	TRUE
kth	2017	2200	10.1007/s11024-017-9331-3	TRUE
kth	2017	2200	10.1007/s11661-017-4208-5	TRUE
kth	2017	2200	10.1007/s10543-017-0671-z	TRUE
kth	2017	2200	10.1007/s11669-017-0570-7	TRUE
kth	2017	2200	10.1007/s11661-017-4196-5	TRUE
kth	2017	2200	10.1007/s00226-017-0941-6	TRUE
kth	2017	2200	10.1007/s10040-017-1627-8	TRUE
kth	2017	2200	10.1007/s10706-017-0351-4	TRUE
kth	2017	2200	10.1007/s11663-017-1057-y	TRUE
kth	2017	2200	10.1007/s11270-017-3477-3	TRUE
kth	2017	2200	10.1007/s10798-017-9423-2	TRUE
kth	2017	2200	10.1007/s10494-017-9845-7	TRUE
kth	2017	2200	10.1007/s00205-017-1161-9	TRUE
kth	2017	2200	10.1007/s10589-017-9940-7	TRUE
kth	2017	2200	10.1007/s10494-017-9840-z	TRUE
kth	2017	2200	10.1007/s00267-017-0912-6	TRUE
kth	2017	2200	10.1007/s11098-017-0979-1	TRUE
kth	2017	2200	10.1007/s10493-017-0165-3	TRUE
kth	2017	2200	10.1007/s11661-017-4316-2	TRUE
kth	2017	2200	10.1007/s11187-017-9928-9	TRUE
kth	2017	2200	10.1007/s10922-017-9426-z	TRUE
kth	2017	2200	10.1007/s10703-017-0294-7	TRUE
kth	2017	2200	10.1007/s00605-017-1097-z	TRUE
kth	2017	2200	10.1007/s10851-017-0766-9	TRUE
kth	2017	2200	10.1007/s11229-017-1587-5	TRUE
kth	2017	2200	10.1007/s11663-017-1119-1	TRUE
kth	2017	2200	10.1007/s00253-017-8528-6	TRUE
kth	2017	2200	10.1007/s11340-017-0342-7	TRUE
kth	2017	2200	10.1007/s40831-017-0147-z	TRUE
kth	2017	2200	10.1007/s10494-017-9869-z	TRUE
kth	2017	2200	10.1007/s00773-017-0497-z	TRUE
kth	2017	2200	10.1007/s10798-017-9433-0	TRUE
kth	2017	2200	10.1007/s11075-017-0438-2	TRUE
kth	2017	2200	10.1007/s12053-017-9583-7	TRUE
kth	2017	2200	10.1007/s10494-017-9877-z	TRUE
kth	2017	2200	10.1007/s11948-017-9992-1	TRUE
kth	2017	2200	10.1007/s13349-017-0252-5	TRUE
kth	2017	2200	10.1007/s13280-017-0945-3	TRUE
kth	2017	2200	10.1007/s10596-017-9704-6	TRUE
kth	2017	2200	10.1007/s11356-017-0925-y	TRUE
kth	2017	2200	10.1007/s11663-017-1162-y	TRUE
kth	2017	2200	10.1007/s11663-017-1155-x	TRUE
kth	2017	2200	10.1007/s00249-017-1271-1	TRUE
kth	2017	2200	10.1007/s00894-017-3561-z	TRUE
kth	2017	2200	10.1007/s00766-017-0286-6	TRUE
liu	2017	2200	10.1007/s10766-017-0490-5	TRUE
liu	2017	2200	10.1007/s10957-017-1060-0	TRUE
liu	2017	2200	10.1208/s12248-016-0040-x	TRUE
liu	2017	2200	10.1007/s12186-016-9171-6	TRUE
liu	2017	2200	10.1007/s10683-017-9515-6	TRUE
liu	2017	2200	10.1007/s00586-017-4979-9	TRUE
liu	2017	2200	10.1007/s00520-017-3634-7	TRUE
liu	2017	2200	10.1007/s11897-017-0324-1	TRUE
liu	2017	2200	10.1007/s10728-017-0342-x	TRUE
liu	2017	2200	10.1007/s13158-017-0182-8	TRUE
liu	2017	2200	10.1007/s00125-017-4263-x	TRUE
liu	2017	2200	10.1007/s00209-017-1877-0	TRUE
liu	2017	2200	10.1007/s00223-017-0259-2	TRUE
liu	2017	2200	10.1007/s10566-017-9395-0	TRUE
liu	2017	2200	10.1007/s11356-017-8599-z	TRUE
liu	2017	2200	10.1007/s11673-017-9782-0	TRUE
liu	2017	2200	10.1007/s11682-017-9706-y	TRUE
liu	2017	2200	10.1007/s12032-017-0912-7	TRUE
liu	2017	2200	10.1007/s00216-017-0316-8	TRUE
liu	2017	2200	10.1007/s00158-017-1685-5	TRUE
liu	2017	2200	10.1007/s10822-017-0020-y	TRUE
liu	2017	2200	10.1007/s12186-017-9179-6	TRUE
liu	2017	2200	10.1007/s12186-017-9181-z	TRUE
liu	2017	2200	10.1007/s10618-017-0510-5	TRUE
liu	2017	2200	10.1007/s12053-017-9528-1	TRUE
liu	2017	2200	10.1007/s41465-017-0028-1	TRUE
liu	2017	2200	10.1007/s00033-017-0823-7	TRUE
liu	2017	2200	10.1007/s00192-017-3392-6	TRUE
liu	2017	2200	10.1007/s00769-017-1275-7	TRUE
liu	2017	2200	10.1007/s41651-017-0001-7	TRUE
liu	2017	2200	10.1007/s11661-017-4212-9	TRUE
liu	2017	2200	10.1007/s12083-017-0578-0	TRUE
liu	2017	2200	10.1007/s00246-017-1655-0	TRUE
liu	2017	2200	10.1007/s12013-017-0814-5	TRUE
liu	2017	2200	10.1007/s11740-017-0763-2	TRUE
liu	2017	2200	10.1007/s00068-017-0827-1	TRUE
liu	2017	2200	10.1007/s10926-017-9731-0	TRUE
liu	2017	2200	10.1007/s10543-017-0676-7	TRUE
liu	2017	2200	10.1007/s00268-017-4160-y	TRUE
liu	2017	2200	10.1007/s11019-017-9798-6	TRUE
liu	2017	2200	10.1007/s10801-017-0785-z	TRUE
liu	2017	2200	10.1007/s11128-017-1679-7	TRUE
liu	2017	2200	10.1007/s41207-017-0031-z	TRUE
liu	2017	2200	10.1007/s00138-017-0871-1	TRUE
liu	2017	2200	10.1007/s00787-017-1052-5	TRUE
liu	2017	2200	10.1007/s10728-017-0346-6	TRUE
liu	2017	2200	10.1007/s00268-017-4215-0	TRUE
liu	2017	2200	10.1007/s00403-017-1778-4	TRUE
liu	2017	2200	10.1007/s10584-017-2067-0	TRUE
liu	2017	2200	10.1007/s10683-017-9540-5	TRUE
liu	2017	2200	10.1007/s11239-017-1543-8	TRUE
liu	2017	2200	10.1007/s12186-017-9192-9	TRUE
liu	2017	2200	10.1007/s10858-017-0141-6	TRUE
liu	2017	2200	10.1007/s10853-017-1657-6	TRUE
liu	2017	2200	10.1007/s10404-017-2017-1	TRUE
liu	2017	2200	10.1007/s00414-017-1730-3	TRUE
liu	2017	2200	10.1007/s10554-017-1261-5	TRUE
liu	2017	2200	10.1007/s00280-017-3481-8	TRUE
liu	2017	2200	10.1007/s10853-017-1837-4	TRUE
liu	2017	2200	10.1007/s00429-017-1566-0	TRUE
liu	2017	2200	10.1007/s00125-017-4481-2	TRUE
liu	2017	2200	10.1007/s10549-017-4508-x	TRUE
liu	2017	2200	10.1007/s00268-017-4320-0	TRUE
liu	2017	2200	10.1007/s10555-017-9697-6	TRUE
liu	2017	2200	10.1007/s10823-017-9337-1	TRUE
liu	2017	2200	10.1007/s11901-017-0378-2	TRUE
liu	2017	2200	10.1007/s10659-017-9658-x	TRUE
liu	2017	2200	10.1007/s10479-017-2645-6	TRUE
liu	2017	2200	10.1007/s40840-017-0575-8	TRUE
liu	2017	2200	10.1007/s10853-017-1849-0	TRUE
liu	2017	2200	10.1007/s42001-017-0006-5	TRUE
liu	2017	2200	10.1007/s11191-017-9935-x	TRUE
liu	2017	2200	10.1007/s10851-017-0775-8	TRUE
liu	2017	2200	10.1007/s10798-017-9431-2	TRUE
liu	2017	2200	10.1007/s10113-017-1257-7	TRUE
liu	2017	2200	10.1007/s00228-017-2391-3	TRUE
liu	2017	2200	10.1007/s11356-017-0907-0	TRUE
liu	2017	2200	10.1007/s11191-017-9938-7	TRUE
liu	2017	2200	10.1007/s00425-017-2824-3	TRUE
liu	2017	2200	10.1007/s10912-017-9501-1	TRUE
liu	2017	2200	10.1007/s11019-017-9816-8	TRUE
liu	2017	2200	10.1007/s00228-017-2402-4	TRUE
liu	2017	2200	10.1007/s10806-017-9703-6	TRUE
liu	2017	2200	10.1007/s11517-017-1725-8	TRUE
lnu	2017	2200	10.1007/s10699-017-9524-0	TRUE
lnu	2017	2200	10.1007/s11227-017-1994-x	TRUE
lnu	2017	2200	10.1007/s10614-017-9682-8	TRUE
lnu	2017	2200	10.1007/s00041-017-9542-x	TRUE
lnu	2017	2200	10.1007/s00436-017-5439-5	TRUE
lnu	2017	2200	10.1007/s00148-017-0648-x	TRUE
lnu	2017	2200	10.1007/s10841-017-9985-z	TRUE
lnu	2017	2200	10.1007/s13644-017-0294-5	TRUE
lnu	2017	2200	10.1007/s10701-017-0089-0	TRUE
lnu	2017	2200	10.1007/s10532-017-9796-7	TRUE
lnu	2017	2200	10.1007/s13394-017-0211-9	TRUE
lnu	2017	2200	10.1007/s00520-017-3831-4	TRUE
lnu	2017	2200	10.1007/s11244-017-0816-y	TRUE
lnu	2017	2200	10.1007/s11165-017-9627-1	TRUE
lnu	2017	2200	10.1007/s00468-017-1603-x	TRUE
lnu	2017	2200	10.1007/s11868-017-0219-7	TRUE
lnu	2017	2200	10.1007/s11340-017-0322-y	TRUE
lnu	2017	2200	10.1007/s00226-017-0952-3	TRUE
lnu	2017	2200	10.1007/s00334-017-0636-9	TRUE
lnu	2017	2200	10.1007/s11356-017-0243-4	TRUE
lnu	2017	2200	10.1007/s10562-017-2229-8	TRUE
lnu	2017	2200	10.1007/s12053-017-9581-9	TRUE
lnu	2017	2200	10.1007/s10888-017-9368-4	TRUE
ltu	2017	2200	10.1007/s13399-016-0235-5	TRUE
ltu	2017	2200	10.1007/s10846-017-0483-z	TRUE
ltu	2017	2200	10.1007/s00187-016-0242-5	TRUE
ltu	2017	2200	10.1007/s10916-017-0685-8	TRUE
ltu	2017	2200	10.1007/s00253-017-8089-8	TRUE
ltu	2017	2200	10.1007/s11242-017-0819-y	TRUE
ltu	2017	2200	10.1007/s13563-017-0103-1	TRUE
ltu	2017	2200	10.1007/s11249-017-0826-8	TRUE
ltu	2017	2200	10.1007/s13157-017-0884-6	TRUE
ltu	2017	2200	10.1007/s11663-017-0944-6	TRUE
ltu	2017	2200	10.1007/s00009-017-0872-3	TRUE
ltu	2017	2200	10.1007/s12665-017-6524-x	TRUE
ltu	2017	2200	10.1007/s11249-017-0864-2	TRUE
ltu	2017	2200	10.1007/s10470-017-1011-6	TRUE
ltu	2017	2200	10.1007/s10570-017-1354-2	TRUE
ltu	2017	2200	10.1007/s12665-017-6753-z	TRUE
ltu	2017	2200	10.1007/s10570-017-1405-8	TRUE
ltu	2017	2200	10.1007/s00500-017-2732-2	TRUE
ltu	2017	2200	10.1007/s00231-017-2087-3	TRUE
ltu	2017	2200	10.1007/s12553-017-0201-7	TRUE
ltu	2017	2200	10.1007/s00501-017-0658-8	TRUE
ltu	2017	2200	10.1007/s11365-017-0458-3	TRUE
ltu	2017	2200	10.1208/s12249-017-0836-8	TRUE
ltu	2017	2200	10.1007/s11270-017-3438-x	TRUE
ltu	2017	2200	10.1007/s00013-017-1063-y	TRUE
ltu	2017	2200	10.1007/s11012-017-0738-6	TRUE
ltu	2017	2200	10.1007/s00466-017-1442-z	TRUE
ltu	2017	2200	10.1007/s10494-017-9855-5	TRUE
ltu	2017	2200	10.1007/s00009-017-1004-9	TRUE
ltu	2017	2200	10.1007/s10583-017-9338-2	TRUE
ltu	2017	2200	10.1007/s13563-017-0122-y	TRUE
ltu	2017	2200	10.1007/s10583-017-9340-8	TRUE
ltu	2017	2200	10.1007/s12665-017-7094-7	TRUE
ltu	2017	2200	10.1007/s13563-017-0125-8	TRUE
ltu	2017	2200	10.1007/s10904-017-0685-7	TRUE
ltu	2017	2200	10.1007/s00231-017-2192-3	TRUE
ltu	2017	2200	10.1007/s11600-017-0066-1	TRUE
ltu	2017	2200	10.1007/s40520-017-0882-9	TRUE
lu	2017	2200	10.1007/s00125-017-4207-5	TRUE
lu	2017	2200	10.1007/s10784-016-9348-3	TRUE
lu	2017	2200	10.1007/s11229-016-1301-z	TRUE
lu	2017	2200	10.1007/s00330-016-4723-6	TRUE
lu	2017	2200	10.1007/s10689-016-9953-x	TRUE
lu	2017	2200	10.1007/s00023-016-0546-x	TRUE
lu	2017	2200	10.1007/s00264-016-3389-7	TRUE
lu	2017	2200	10.1007/s00170-017-0065-z	TRUE
lu	2017	2200	10.1007/s00265-016-2264-2	TRUE
lu	2017	2200	10.1007/s10096-017-2907-x	TRUE
lu	2017	2200	10.1007/s13280-016-0893-3	TRUE
lu	2017	2200	10.1007/s10836-016-5638-5	TRUE
lu	2017	2200	10.1007/s11256-016-0394-5	TRUE
lu	2017	2200	10.1007/s00246-016-1565-6	TRUE
lu	2017	2200	10.1007/s10654-017-0228-0	TRUE
lu	2017	2200	10.1007/s11406-016-9809-5	TRUE
lu	2017	2200	10.1007/s11229-017-1319-x	TRUE
lu	2017	2200	10.1007/s00296-017-3678-5	TRUE
lu	2017	2200	10.1007/s10040-017-1540-1	TRUE
lu	2017	2200	10.1007/s11235-017-0275-6	TRUE
lu	2017	2200	10.1007/s10701-017-0068-5	TRUE
lu	2017	2200	10.1007/s10905-017-9605-5	TRUE
lu	2017	2200	10.1007/s00365-017-9368-4	TRUE
lu	2017	2200	10.1007/s10286-017-0409-7	TRUE
lu	2017	2200	10.1007/s12975-017-0523-9	TRUE
lu	2017	2200	10.1007/s10552-017-0859-1	TRUE
lu	2017	2200	10.3758/s13428-017-0863-0	TRUE
lu	2017	2200	10.1007/s12161-017-0830-5	TRUE
lu	2017	2200	10.1007/s12529-017-9641-8	TRUE
lu	2017	2200	10.1007/s12369-017-0396-9	TRUE
lu	2017	2200	10.1007/s00262-017-1962-6	TRUE
lu	2017	2200	10.1007/s00018-017-2494-0	TRUE
lu	2017	2200	10.1007/s00039-017-0400-4	TRUE
lu	2017	2200	10.1007/s00041-017-9533-y	TRUE
lu	2017	2200	10.1007/s00191-017-0491-y	TRUE
lu	2017	2200	10.1007/s00246-017-1593-x	TRUE
lu	2017	2200	10.1007/s00253-017-8211-y	TRUE
lu	2017	2200	10.1007/s00259-017-3678-4	TRUE
lu	2017	2200	10.1007/s00268-017-4000-0	TRUE
lu	2017	2200	10.1007/s00340-017-6681-3	TRUE
lu	2017	2200	10.1007/s00359-017-1165-9	TRUE
lu	2017	2200	10.1007/s00396-017-4052-6	TRUE
lu	2017	2200	10.1007/s00406-017-0778-x	TRUE
lu	2017	2200	10.1007/s00420-017-1209-z	TRUE
lu	2017	2200	10.1007/s00441-017-2587-y	TRUE
lu	2017	2200	10.1007/s00484-017-1329-x	TRUE
lu	2017	2200	10.1007/s10570-017-1272-3	TRUE
lu	2017	2200	10.1007/s10784-017-9355-z	TRUE
lu	2017	2200	10.1007/s11239-017-1491-3	TRUE
lu	2017	2200	10.1007/s11269-017-1590-0	TRUE
lu	2017	2200	10.1007/s11695-017-2642-5	TRUE
lu	2017	2200	10.1007/s11784-017-0417-1	TRUE
lu	2017	2200	10.1007/s12035-017-0461-2	TRUE
lu	2017	2200	10.1007/s12116-017-9235-0	TRUE
lu	2017	2200	10.1007/s40505-017-0117-4	TRUE
lu	2017	2200	10.1007/s40520-017-0750-7	TRUE
lu	2017	2200	10.1007/s40899-017-0106-7	TRUE
lu	2017	2200	10.1140/epjp/i2017-11331-2	TRUE
lu	2017	2200	10.1007/s00125-017-4278-3	TRUE
lu	2017	2200	10.1007/s00198-017-4047-7	TRUE
lu	2017	2200	10.1007/s00359-017-1173-9	TRUE
lu	2017	2200	10.1007/s00127-017-1385-x	TRUE
lu	2017	2200	10.1007/s10664-017-9511-7	TRUE
lu	2017	2200	10.1007/s11269-017-1685-7	TRUE
lu	2017	2200	10.1007/s00484-017-1352-y	TRUE
lu	2017	2200	10.1007/s11625-017-0428-2	TRUE
lu	2017	2200	10.1007/s10339-017-0805-x	TRUE
lu	2017	2200	10.1007/s00426-017-0862-x	TRUE
lu	2017	2200	10.1007/s11244-017-0814-0	TRUE
lu	2017	2200	10.1007/s10479-017-2542-z	TRUE
lu	2017	2200	10.1007/s11244-017-0812-2	TRUE
lu	2017	2200	10.1007/s10113-017-1166-9	TRUE
lu	2017	2200	10.1007/s10508-017-0978-5	TRUE
lu	2017	2200	10.1007/s11244-017-0827-8	TRUE
lu	2017	2200	10.1007/s10151-017-1637-5	TRUE
lu	2017	2200	10.1007/s00125-017-4308-1	TRUE
lu	2017	2200	10.1007/s11127-017-0458-4	TRUE
lu	2017	2200	10.1007/s10549-017-4306-5	TRUE
lu	2017	2200	10.1007/s00251-017-0993-7	TRUE
lu	2017	2200	10.1007/s11356-017-9245-5	TRUE
lu	2017	2200	10.1007/s40136-017-0152-6	TRUE
lu	2017	2200	10.1007/s10849-017-9252-4	TRUE
lu	2017	2200	10.1007/s10940-017-9355-8	TRUE
lu	2017	2200	10.1007/s10198-017-0895-5	TRUE
lu	2017	2200	10.1007/s11005-017-0961-z	TRUE
lu	2017	2200	10.1007/s00359-017-1171-y	TRUE
lu	2017	2200	10.1007/s00125-017-4286-3	TRUE
lu	2017	2200	10.1007/s00362-017-0911-y	TRUE
lu	2017	2200	10.1007/s12155-017-9841-8	TRUE
lu	2017	2200	10.1007/s11242-017-0866-4	TRUE
lu	2017	2200	10.1007/s00216-017-0380-0	TRUE
lu	2017	2200	10.1007/s11590-017-1146-5	TRUE
lu	2017	2200	10.1007/s11187-017-9871-9	TRUE
lu	2017	2200	10.1140/epjst/e2016-60316-9	TRUE
lu	2017	2200	10.1007/s00011-017-1062-2	TRUE
lu	2017	2200	10.1007/s00125-017-4341-0	TRUE
lu	2017	2200	10.1007/s00221-017-4993-5	TRUE
lu	2017	2200	10.1007/s00484-017-1380-7	TRUE
lu	2017	2200	10.1007/s10029-017-1624-9	TRUE
lu	2017	2200	10.1007/s10334-017-0637-9	TRUE
lu	2017	2200	10.1007/s10549-017-4343-0	TRUE
lu	2017	2200	10.1007/s10570-017-1370-2	TRUE
lu	2017	2200	10.1007/s10815-017-0989-0	TRUE
lu	2017	2200	10.1007/s10877-017-0033-z	TRUE
lu	2017	2200	10.1007/s11229-017-1472-2	TRUE
lu	2017	2200	10.1007/s11241-017-9284-5	TRUE
lu	2017	2200	10.1007/s11244-017-0817-x	TRUE
lu	2017	2200	10.1007/s11947-017-1936-x	TRUE
lu	2017	2200	10.1007/s12975-017-0539-1	TRUE
lu	2017	2200	10.1007/s12520-017-0518-1	TRUE
lu	2017	2200	10.1007/s10851-017-0753-1	TRUE
lu	2017	2200	10.1007/s13361-017-1705-0	TRUE
lu	2017	2200	10.1007/s10734-017-0168-3	TRUE
lu	2017	2200	10.1007/s10761-017-0433-2	TRUE
lu	2017	2200	10.1007/s11947-017-1959-3	TRUE
lu	2017	2200	10.1007/s11661-017-4210-y	TRUE
lu	2017	2200	10.1007/s12031-017-0944-7	TRUE
lu	2017	2200	10.1007/s10071-017-1121-7	TRUE
lu	2017	2200	10.1007/s00231-017-2099-z	TRUE
lu	2017	2200	10.1007/s00347-017-0543-6	TRUE
lu	2017	2200	10.1007/s12053-017-9549-9	TRUE
lu	2017	2200	10.1007/s10584-017-2020-2	TRUE
lu	2017	2200	10.1007/s10570-017-1407-6	TRUE
lu	2017	2200	10.1007/s00484-017-1402-5	TRUE
lu	2017	2200	10.1007/s00340-017-6784-x	TRUE
lu	2017	2200	10.1007/s11910-017-0780-8	TRUE
lu	2017	2200	10.1007/s00775-017-1480-1	TRUE
lu	2017	2200	10.1007/s11104-017-3324-8	TRUE
lu	2017	2200	10.1007/s00348-017-2396-9	TRUE
lu	2017	2200	10.1007/s11192-017-2479-7	TRUE
lu	2017	2200	10.1007/s12551-017-0289-z	TRUE
lu	2017	2200	10.1007/s12010-017-2577-2	TRUE
lu	2017	2200	10.1007/s13347-017-0274-2	TRUE
lu	2017	2200	10.1007/s10549-017-4416-0	TRUE
lu	2017	2200	10.1007/s12243-017-0597-0	TRUE
lu	2017	2200	10.1007/s00442-017-3923-3	TRUE
lu	2017	2200	10.1007/s00167-017-4676-6	TRUE
lu	2017	2200	10.1007/s11266-017-9900-y	TRUE
lu	2017	2200	10.1007/s10508-017-1028-z	TRUE
lu	2017	2200	10.1007/s11625-017-0464-y	TRUE
lu	2017	2200	10.1007/s00787-017-1035-6	TRUE
lu	2017	2200	10.1007/s10329-017-0624-9	TRUE
lu	2017	2200	10.1007/s10071-017-1131-5	TRUE
lu	2017	2200	10.1007/s10919-017-0267-y	TRUE
lu	2017	2200	10.1007/s00394-017-1530-z	TRUE
lu	2017	2200	10.1007/s00198-017-4203-0	TRUE
lu	2017	2200	10.1007/s00296-017-3809-z	TRUE
lu	2017	2200	10.1007/s00232-017-9988-4	TRUE
lu	2017	2200	10.1007/s11692-017-9431-x	TRUE
lu	2017	2200	10.1007/s00606-017-1457-0	TRUE
lu	2017	2200	10.1007/s10822-017-0056-z	TRUE
lu	2017	2200	10.1007/s00441-017-2687-8	TRUE
lu	2017	2200	10.1007/s00359-017-1212-6	TRUE
lu	2017	2200	10.1007/s00334-017-0633-z	TRUE
lu	2017	2200	10.1007/s10694-017-0674-y	TRUE
lu	2017	2200	10.1007/s11562-017-0406-6	TRUE
lu	2017	2200	10.1007/s00198-017-4221-y	TRUE
lu	2017	2200	10.1007/s00592-017-1063-1	TRUE
lu	2017	2200	10.1007/s00125-017-4448-3	TRUE
lu	2017	2200	10.1007/s11217-017-9579-y	TRUE
lu	2017	2200	10.1007/s10651-017-0387-x	TRUE
lu	2017	2200	10.1007/s40980-017-0039-7	TRUE
lu	2017	2200	10.1007/s00216-017-0663-5	TRUE
lu	2017	2200	10.1007/s00180-017-0770-y	TRUE
lu	2017	2200	10.1007/s12687-017-0341-5	TRUE
lu	2017	2200	10.1007/s00393-017-0389-y	TRUE
lu	2017	2200	10.1007/s00441-017-2701-1	TRUE
lu	2017	2200	10.1007/s10822-017-0074-x	TRUE
lu	2017	2200	10.1007/s11239-017-1563-4	TRUE
lu	2017	2200	10.1007/s10067-017-3848-6	TRUE
lu	2017	2200	10.1007/s00268-017-4268-0	TRUE
lu	2017	2200	10.1007/s12109-017-9558-8	TRUE
lu	2017	2200	10.1007/s00125-017-4472-3	TRUE
lu	2017	2200	10.1007/s13399-017-0294-2	TRUE
lu	2017	2200	10.1007/s41685-017-0058-9	TRUE
lu	2017	2200	10.1007/s00128-017-2190-7	TRUE
lu	2017	2200	10.1007/s00467-017-3816-z	TRUE
lu	2017	2200	10.1007/s00125-017-4464-3	TRUE
lu	2017	2200	10.1007/s11356-017-0633-7	TRUE
lu	2017	2200	10.1007/s00228-017-2361-9	TRUE
lu	2017	2200	10.1007/s00220-017-3027-2	TRUE
lu	2017	2200	10.1007/s00265-017-2400-7	TRUE
lu	2017	2200	10.1007/s10549-017-4584-y	TRUE
lu	2017	2200	10.1007/s00484-017-1476-0	TRUE
lu	2017	2200	10.1007/s00340-017-6855-z	TRUE
lu	2017	2200	10.1007/s00186-017-0620-2	TRUE
lu	2017	2200	10.1007/s00394-017-1563-3	TRUE
lu	2017	2200	10.1007/s00359-017-1235-z	TRUE
lu	2017	2200	10.1007/s00216-017-0735-6	TRUE
lu	2017	2200	10.1007/s11625-017-0502-9	TRUE
lu	2017	2200	10.1007/s00107-017-1264-x	TRUE
lu	2017	2200	10.1007/s11625-017-0499-0	TRUE
lu	2017	2200	10.1007/s10503-017-9443-9	TRUE
lu	2017	2200	10.1007/s00466-017-1511-3	TRUE
lu	2017	2200	10.1007/s10340-017-0929-x	TRUE
lu	2017	2200	10.1007/s40520-017-0870-0	TRUE
lu	2017	2200	10.1007/s10071-017-1152-0	TRUE
lu	2017	2200	10.1007/s00021-017-0355-0	TRUE
lu	2017	2200	10.1007/s11158-017-9388-8	TRUE
lu	2017	2200	10.1007/s00775-017-1522-8	TRUE
lu	2017	2200	10.1007/s00411-017-0725-2	TRUE
lu	2017	2200	10.1007/s11219-017-9396-0	TRUE
lu	2017	2200	10.1007/s00592-017-1088-5	TRUE
lu	2017	2200	10.1007/s13194-017-0196-y	TRUE
lu	2017	2200	10.1007/s00394-017-1595-8	TRUE
lu	2017	2200	10.1007/s12124-017-9412-8	TRUE
lu	2017	2200	10.1007/s00701-017-3435-2	TRUE
lu	2017	2200	10.1007/s12149-017-1223-y	TRUE
lu	2017	2200	10.1007/s00484-017-1493-z	TRUE
lu	2017	2200	10.1007/s11356-017-0992-0	TRUE
lu	2017	2200	10.1007/s00021-017-0346-1	TRUE
lu	2017	2200	10.1007/s00125-017-4512-z	TRUE
lu	2017	2200	10.1007/s00248-017-1115-7	TRUE
mah	2017	2200	10.1007/s12142-016-0442-2	TRUE
mah	2017	2200	10.1007/s00784-016-2044-4	TRUE
mah	2017	2200	10.1007/s12142-017-0450-x	TRUE
mah	2017	2200	10.1007/s00198-017-4004-5	TRUE
mah	2017	2200	10.1007/s00192-017-3319-2	TRUE
mah	2017	2200	10.1007/s12126-017-9296-4	TRUE
mah	2017	2200	10.1007/s10704-017-0242-y	TRUE
mah	2017	2200	10.1007/s12119-017-9461-7	TRUE
