institution,period,sek,doi,is_hybrid,publisher,journal_full_title,issn,issn_print,issn_electronic,url
kau,2021,22217,10.3389/fpsyg.2021.677538,FALSE,,,,,,
kau,2021,5693,10.1177/23779608211045258,FALSE,,,,,,
kau,2021,22217,10.3389/fpsyg.2021.688192,FALSE,,,,,,
kau,2021,22063,10.3389/fpsyg.2020.587925,FALSE,,,,,,
kau,2021,15226,10.3389/fpsyg.2021.789120,FALSE,,,,,,
