institution,period,euro,doi,is_hybrid,publisher,journal_full_title,issn,issn_print,issn_electronic,url
uu,2024, 1241.58,10.3389/fpubh.2023.1332738,FALSE,,,,,,
uu,2024, 1324.93,10.3389/fpubh.2023.1332738,FALSE,,,,,,
