institution.x,period.x,euro.x,doi,backlist_oa.x,publisher.x,book_title.x,isbn_1,isbn_2,isbn_3,institution.y,period.y,euro.y,backlist_oa.y,publisher.y,book_title.y,isbn,isbn_print,isbn_electronic,license_ref,indexed_in_crossref,doab
uu,2025, 2310.52,10.1515/9783111152578,,De Gruyter,Secular Schooling in the Long Twentieth Century?,9783111152578,,,Uppsala University,2024,402.28,FALSE,De Gruyter,Secular Schooling in the Long Twentieth Century?,978-3-11-115257-8,978-3-11-108243-1,978-3-11-115257-8,http://creativecommons.org/licenses/by-nc-nd/4.0,TRUE,FALSE
