institution	period	euro	doi	is_hybrid	publisher	journal_full_title	issn	issn_print	issn_electronic	url
mau	2020	1311.0822		FALSE	Quintessence	Oral Health & Preventive Dentistry	1602-1622	1602-1622		https://www.quintessence-publishing.com/deu/de/article/842316/oral-health-and-preventive-dentistry/2020/01/why-do-adolescents-use-fluoride-toothpaste-a-qualitative-interview-investigation
