institution,period,euro,doi,is_hybrid,publisher,journal_full_title,issn,issn_print,issn_electronic,url
lnu,2024,2616.36,10.3389/fpsyg.2023.1287134,FALSE,,,,,,
lnu,2024,2676.04,10.3389/fpsyt.2023.1322859,FALSE,,,,,,
