institution,period,sek,doi,is_hybrid,publisher,journal_full_title,issn,issn_print,issn_electronic,url
hj,2021,18525,10.1136/bmjopen-2020-044068,FALSE,,,,,,
hj,2021,9007,10.3389/fsoc.2021.642277,FALSE,,,,,,
hj,2021,27970,10.3389/fpsyg.2021.607329,FALSE,,,,,,
hj,2021,31952,10.1108/JMTM-05-2019-0188,TRUE,,,,,,
hj,2021,31952,10.1108/JMTM-06-2020-0247,TRUE,,,,,,
hj,2021,31952,10.1108/CI-09-2019-0092,TRUE,,,,,,
