institution,period,sek,doi,is_hybrid,publisher,journal_full_title,issn,issn_print,issn_electronic,url
bth,2021,8415,10.1177/23337214211018924,TRUE,,,,,,
bth,2021,6657,10.1177/14604582211059370,FALSE,,,,,,
