institution,period,euro,doi,is_hybrid,publisher,journal_full_title,issn,issn_print,issn_electronic,url
liu,2022,2854.43,10.1016/j.metabol.2020.154439,TRUE,Elsevier,Metabolism,,,,https://www.sciencedirect.com/science/article/pii/S0026049520303036
