institution,period,euro,doi,is_hybrid,publisher,journal_full_title,issn,issn_print,issn_electronic,url
gih,2022,2144.26,10.1080/17408989.2021.2014435,TRUE,Taylor & Francis,Physical Education and Sport Pedagogy,1742-5786,,,
gih,2022,1403.14,10.3389/fspor.2021.771101,FALSE,Frontiers Media,Frontiers in Sports and Active Living,2624-9367,,,
