institution	period	euro	doi	is_hybrid
ki	2017	2150	10.1080/09638288.2017.1305456	TRUE
ki	2017	567.3	10.1080/2331186x.2017.1316348	FALSE
ki	2017	261.91	10.1080/23723556.2017.1287554	TRUE
ki	2017	1400	10.1080/16549716.2017.1340253	FALSE
ki	2017	1400	10.1080/20018525.2017.1290193	FALSE
ki	2017	2150	10.1080/17435390.2017.1363309	TRUE
ki	2017	2150	10.1080/0284186x.2017.1310394	TRUE
