institution.x,period.x,sek,doi,is_hybrid.x,publisher.x,journal_full_title.x,issn_print.x,issn_electronic.x,url.x,institution.y,period.y,euro,is_hybrid.y,publisher.y,journal_full_title.y,issn,issn_print.y,issn_electronic.y,issn_l,license_ref,indexed_in_crossref,pmid,pmcid,ut,url.y,doaj
hh,2022,29429,10.1016/j.energy.2019.03.189,TRUE,Elsevier,Energy,0360-5442,1873-6785,,Halmstad University,2019,2720,TRUE,Elsevier BV,Energy,0360-5442,0360-5442,1873-6785,0360-5442,http://creativecommons.org/licenses/by/4.0/,TRUE,,,ut:000470939500050,,FALSE
