institution,period,euro,doi,is_hybrid,publisher,journal_full_title,issn,issn_print,issn_electronic,url
hkr,2025, 305.10,10.1080/2331186x.2025.2457290,FALSE,Taylor & Francis,Cogent education,2331-186X,,2331-186X,Learn about Cogent Education
