institution	period	euro	doi	is_hybrid	publisher	journal_full_title	issn	issn_print	issn_electronic	url
ltu	2017	847	10.4236/eng.2017.98043	FALSE	Scientific Research Publishing	Engineering		1947-3931	1947-394X	http://file.scirp.org/Html/1-8102867_78815.htm
ltu	2017	241		FALSE	The International Association for environmental hydrology	Journal of Environmental Hydrology		1058-3912	1996-7918	http://www.hydroweb.com/journal-hydrology-2017-paper-6.html
ltu	2017	882	10.4236/eng.2017.97042	FALSE	Scientific Research Publishing	Engineering		1947-3931	1947-394X	http://file.scirp.org/Html/5-8102857_78053.htm
ltu	2017	902	10.4236/eng.2017.96034	FALSE	Scientific Research Publishing	Engineering		1947-3931	1947-394X	http://file.scirp.org/Html/3-8102846_77250.htm
ltu	2017	1797	10.1177/1687814017707135	FALSE	SAGE Publications	Advances in Mechanical Engineering		1687-8132	1687-8140	http://journals.sagepub.com/doi/full/10.1177/1687814017707135
ltu	2017	1785	10.1177/0309524x17723207	TRUE	SAGE Publications	Wind Engineering: The International Journal of Wind Power		0309-524X	2048-402X	http://journals.sagepub.com/doi/abs/10.1177/0309524X17723207
ltu	2017	2642	10.1016/j.triboint.2017.06.019	TRUE	Elsevier	Tribology International		0301-679X	1879-2464	https://www.sciencedirect.com/science/article/pii/S0301679X17303079
ltu	2017	2635	10.1016/j.triboint.2017.07.015	TRUE	Elsevier	Tribology International		0301-679X	1879-2464	http://www.sciencedirect.com/science/article/pii/S0301679X17303584?via%3Dihub
ltu	2017	1188	10.3390/polym9080335	FALSE	MDPI	Polymers		2073-4360	2073-4360	http://www.mdpi.com/2073-4360/9/8/335
ltu	2017	1278	10.1038/s41598-017-10518-4	FALSE	Springer	Scientific Reports		2045-2322	2045-2322	https://www.nature.com/articles/s41598-017-10518-4
ltu	2017	1805	10.1177/1550147717708728	FALSE	SAGE Publications	International Journal of Distributed Sensor Networks		1550-1329	1550-1477	http://journals.sagepub.com/doi/10.1177/1550147717708728
ltu	2017	821	10.1186/s40537-017-0079-2	FALSE	Springer	Journal of Big Data			2196-1115	https://journalofbigdata.springeropen.com/articles/10.1186/s40537-017-0079-2
ltu	2017	1278	10.1038/s41598-017-07453-9	FALSE	Springer	Scientific Reports		2045-2322	2045-2322	https://www.nature.com/articles/s41598-017-07453-9
ltu	2017	1278	10.1038/s41598-017-09212-2	FALSE	Springer	Scientific Reports		2045-2322	2045-2322	https://www.nature.com/articles/s41598-017-09212-2
ltu	2017	1287	10.1016/j.crm.2017.08.003	FALSE	Elsevier	Climate Risk Management			2212-0963	http://www.sciencedirect.com/science/article/pii/S2212096317300232?via%3Dihub
ltu	2017	1250	10.1038/s41598-017-16597-7	FALSE	Springer	Scientific Reports		2045-2322	2045-2322	https://www.nature.com/articles/s41598-017-16597-7
ltu	2017	1250	10.1038/s41598-017-17260-x	FALSE	Springer	Scientific Reports		2045-2322	2045-2322	https://www.nature.com/articles/s41598-017-17260-x
ltu	2017	1397	10.1061/(asce)st.1943-541x.0001976	TRUE	American Society of Civil Engineers (ASCE)	Journal of Structural Engineering		0733-9445	1943-541X	https://ascelibrary.org/doi/10.1061/%28ASCE%29ST.1943-541X.0001976
ltu	2017	2445	10.1016/j.applthermaleng.2017.08.006	TRUE	Elsevier	Applied Thermal Engineering		1359-4311	1873-5606	http://www.sciencedirect.com/science/article/pii/S135943111633664X?via%3Dihub
ltu	2017	1370	10.17265/1934-7359/2017.06.005	TRUE	David Publishing Company	Journal of Civil Engineering and Architecture		1934-7359	1934-7367	http://www.davidpublisher.org/index.php/Home/Article/index?id=32728.html
ltu	2017	1231	10.17265/1934-7359/2017.07.002	TRUE	David Publishing Company	Journal of Civil Engineering and Architecture		1934-7359	1934-7367	http://www.davidpublisher.org/index.php/Home/Article/index?id=33073.html
ltu	2017	835	10.4236/eng.2017.910048	FALSE	Scientific Research Publishing	Engineering		1947-3931	1947-394X	http://file.scirp.org/Html/1-8102897_79510.htm
ltu	2017	841	10.4236/eng.2017.910050	FALSE	Scientific Research Publishing	Engineering		1947-3931	1947-394X	http://file.scirp.org/Html/3-8102906_79620.htm
ltu	2017	799	10.17265/1934-7359/2017.08.005	TRUE	David Publishing Company	Journal of Civil Engineering and Architecture		1934-7359	1934-7367	http://www.davidpublisher.org/index.php/Home/Article/index?id=33436.html
ltu	2017	1044	10.3390/su9111932	FALSE	MDPI	Sustainability		2071-1050	2071-1050	http://www.mdpi.com/2071-1050/9/11/1932
ltu	2017	1562	10.2166/wcc.2017.083	TRUE	IWA Publishing	Journal of Water and Climate	2040-2244			http://jwcc.iwaponline.com/content/early/2017/12/12/wcc.2017.083
ltu	2017	1161	10.3390/su9101792	FALSE	MDPI	Sustainability		2071-1050	2071-1050	http://www.mdpi.com/2071-1050/9/10/1792
ltu	2017	830	10.4236/eng.2017.99047	FALSE	Scientific Research Publishing	Engineering		1947-3931	1947-394X	http://file.scirp.org/Html/3-8102895_79329.htm
ltu	2017	2534	10.1016/j.energy.2017.09.107	TRUE	Elsevier	Energy		0360-5442	1873-6785	http://www.sciencedirect.com/science/article/pii/S0360544217316274?via%3Dihub
ltu	2017	1598	10.1177/1687814017732893	FALSE	SAGE Publications	Advances in Mechanical Engineering		1687-8132	1687-8140	http://journals.sagepub.com/doi/abs/10.1177/1687814017732893
ltu	2017	1520	10.1364/ao.57.00a157	TRUE	Optical Society of America (OSA)	Applied Optics		1559-128X	2155-3165	https://www.osapublishing.org/ao/abstract.cfm?uri=ao-57-1-A157
ltu	2017	1250	10.1038/s41598-017-14269-0	FALSE	Springer	Scientific Reports		2045-2322	2045-2322	https://www.nature.com/articles/s41598-017-14269-0
ltu	2017	1250	10.1038/s41598-017-15745-3	FALSE	Springer	Scientific Reports		2045-2322	2045-2322	https://www.nature.com/articles/s41598-017-15745-3
ltu	2017	1250	10.1038/s41598-017-14409-6	FALSE	Springer	Scientific Reports		2045-2322	2045-2322	https://www.nature.com/articles/s41598-017-14409-6
ltu	2017	1248	10.1038/s41598-017-12302-w	FALSE	Springer	Scientific Reports		2045-2322	2045-2322	https://www.nature.com/articles/s41598-017-12302-w
ltu	2017	1310	10.2196/games.8979	FALSE	JMIR Publications	JMIR Serious Games			2291-9279	http://games.jmir.org/2018/1/e1/
ltu	2017	740	10.1186/s12891-017-1764-1	FALSE	BioMed Central	BMC Musculoskeletal Disorders		1471-2474	1471-2474	https://bmcmusculoskeletdisord.biomedcentral.com/articles/10.1186/s12891-017-1764-1
ltu	2017	3088	10.1016/j.marchem.2017.08.010	TRUE	Elsevier	Marine Chemistry		0304-4203	1872-7581	http://www.sciencedirect.com/science/article/pii/S030442031730141X?via%3Dihub
ltu	2017	2320	10.1177/0954406217690180	TRUE	SAGE Publications	Proceedings of the institution of the mechanical engineers. Part C, journal of mecanical engineering science		0954-4062	2041-2983	http://journals.sagepub.com/doi/10.1177/0954406217690180
ltu	2017	842	10.1186/s13660-017-1576-8	FALSE	Springer	Journal of inequalities and applications		1025-5834	1029-242X	https://journalofinequalitiesandapplications.springeropen.com/articles/10.1186/s13660-017-1576-8
ltu	2017	1205	10.3390/su9122323	FALSE	MDPI	Sustainability	2071-1050			http://www.mdpi.com/2071-1050/9/12/2323
