institution.x,period.x,euro.x,doi,is_hybrid.x,publisher.x,journal_full_title.x,issn.x,issn_print.x,issn_electronic.x,url.x,institution.y,period.y,euro.y,is_hybrid.y,publisher.y,journal_full_title.y,issn.y,issn_print.y,issn_electronic.y,issn_l,license_ref,indexed_in_crossref,pmid,pmcid,ut,url.y,doaj
ltu,2025, 549.09,10.14207/ejsd.2023.v12n4p548,TRUE,European Center of Sustainable Development,European Journal of Sustainable Development,,,,,Luleå University of Technology,2023,592.89,FALSE,European Center of Sustainable Development,European Journal of Sustainable Development,2239-6101,2239-5938,2239-6101,2239-5938,https://creativecommons.org/licenses/by-nc/4.0,TRUE,,,,,FALSE
