institution,period,euro,doi,is_hybrid,publisher,journal_full_title,issn,issn_print,issn_electronic,url
ltu,2023,1795.13,10.3390/atmos14010077,FALSE,MDPI,Atmosphere,,,,
ltu,2023,1745.48,10.3390/su142416963,FALSE,MDPI,Sustainability,,,,
