"institution","period","euro","doi","is_hybrid","publisher","journal_full_title","issn","issn_print","issn_electronic","issn_l","license_ref","indexed_in_crossref","pmid","pmcid","ut","url","doaj"
"ltu",2017,1112,"10.1108/jfmpc-05-2016-0018",TRUE,"Emerald","Journal of Financial Management of Property and Construction","1366-4387","1366-4387",NA,NA,"http://www.emeraldinsight.com/page/tdm",TRUE,NA,NA,NA,"http://www.emeraldinsight.com/doi/full/10.1108/JFMPC-05-2016-0018",FALSE
"ltu",2017,2185,"10.1021/acs.jpcc.7b04405",TRUE,"American Chemical Society (ACS)","The Journal of Physical Chemistry C","1932-7447","1932-7447","1932-7455",NA,"http://pubs.acs.org/page/policy/authorchoice_ccby_termsofuse.html",TRUE,NA,NA,NA,"http://pubs.acs.org/doi/10.1021/acs.jpcc.7b04405",FALSE
"ltu",2017,3499,"10.1021/acs.langmuir.7b02097",TRUE,"American Chemical Society (ACS)","Langmuir","0743-7463","0743-7463","1520-5827",NA,"http://pubs.acs.org/page/policy/authorchoice_ccby_termsofuse.html",TRUE,"28767246",NA,NA,"http://pubs.acs.org/doi/10.1021/acs.langmuir.7b02097",FALSE
"ltu",2017,1800,"10.1186/s13068-017-0813-1",FALSE,"BioMed Central","Biotechnology for Biofuels","1754-6834","1754-6834","1754-6834",NA,NA,TRUE,"28515785","PMC5432998",NA,"https://biotechnologyforbiofuels.biomedcentral.com/articles/10.1186/s13068-017-0813-1",TRUE
"ltu",2017,2769,"10.1016/j.indcrop.2017.06.062",TRUE,"Elsevier","Industrial Crops and Products","0926-6690","0926-6690","1872-633X",NA,"http://creativecommons.org/licenses/by/4.0/",TRUE,NA,NA,NA,"http://www.sciencedirect.com/science/article/pii/S0926669017304491?via%3Dihub",FALSE
"ltu",2017,285,"10.1016/j.ejbt.2017.10.003",FALSE,"Elsevier","Electronic Journal of Biotechnology","0717-3458","0717-3458","0717-3458",NA,"http://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,NA,NA,NA,"https://www.sciencedirect.com/science/article/pii/S0717345817300623?via%3Dihub",TRUE
"ltu",2017,2056,"10.1080/17597269.2017.1378988",TRUE,"Taylor & Francis","Biofuels","1759-7269","1759-7269","1759-7277",NA,NA,TRUE,NA,NA,NA,"http://www.tandfonline.com/doi/full/10.1080/17597269.2017.1378988",FALSE
"ltu",2017,2202,"10.1016/j.engstruct.2017.05.062",TRUE,"Elsevier","Engineering Structures","0141-0296","0141-0296","1873-7323",NA,"http://creativecommons.org/licenses/by/4.0/",TRUE,NA,NA,NA,"http://www.sciencedirect.com/science/article/pii/S0141029617306922?via%3Dihub",FALSE
"ltu",2017,1261,"10.3390/su9071257",FALSE,"MDPI","Sustainability","2071-1050","2071-1050","2071-1050",NA,"https://creativecommons.org/licenses/by/4.0/",TRUE,NA,NA,NA,"http://www.mdpi.com/2071-1050/9/7/1257",TRUE
"ltu",2017,764,"10.3390/min7070109",FALSE,"MDPI","Minerals","2075-163X","2075-163X","2075-163X",NA,"https://creativecommons.org/licenses/by/4.0/",TRUE,NA,NA,NA,"http://www.mdpi.com/2075-163X/7/7/109",TRUE
