institution	period	euro	doi	is_hybrid	publisher	journal_full_title	issn	issn_print	issn_electronic	url
su	2018	291.15		FALSE	Academic Conferences and Publishing International (ACPI)	Electronic Journal of e-Learning			1479-4403	http://www.ejel.org/volume16/issue2/p79
su	2018	1884.21		FALSE	Research Publishing	Research Features Magazine				https://researchfeatures.com/2018/08/22/how-do-we-learn-mathematics/
